popularity,title,artist,bpm,enrgy,danceability,liveness,duration
popular,Cold (feat. Future),Maroon 5,100,72,69,5,234
popular,The Cure,Lady Gaga,100,51,70,9,211
popular,We Don't Talk Anymore - DROELOE Remix,Charlie Puth,100,82,70,45,218
popular,No Vacancy (with Sebasti·n Yatra),OneRepublic,100,76,69,14,223
popular,Lust for Life (with The Weeknd),Lana Del Rey,100,67,51,36,264
popular,Attention,Charlie Puth,100,61,78,13,209
popular,Capital Letters,Hailee Steinfeld,100,81,66,5,219
popular,Youth (feat. Khalid),Shawn Mendes,100,60,53,13,191
popular,MOVE TO MIAMI,Enrique Iglesias,100,87,76,7,169
popular,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,100,64,75,11,186
popular,Happier,Marshmello,100,79,69,17,214
popular,Takeaway,The Chainsmokers,100,51,53,10,210
popular,Rise,Katy Perry,101,64,55,11,203
popular,Suit & Tie,Justin Timberlake,102,60,80,16,326
popular,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,102,71,66,8,198
popular,Cool Girl,Tove Lo,102,69,67,8,199
popular,Stay,Zedd,102,62,69,12,210
popular,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,102,76,72,18,251
popular,Body Moves,DNCE,102,69,65,4,236
popular,Touch (feat. Kid Ink),Little Mix,102,75,64,49,203
popular,Tell Me You Love Me - NOTD Remix,Demi Lovato,102,77,58,9,182
popular,Lose You To Love Me,Selena Gomez,102,34,51,21,206
popular,I Don't Care (with Justin Bieber),Ed Sheeran,102,68,80,9,220
popular,Misery,Maroon 5,103,81,70,22,216
popular,Anything Could Happen,Ellie Goulding,103,78,70,14,286
popular,Problem,Ariana Grande,103,81,66,16,194
popular,BOSS,Fifth Harmony,103,87,81,5,171
popular,Something Just Like This,The Chainsmokers,103,65,61,17,248
popular,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,103,71,66,8,175
popular,My My My!,Troye Sivan,103,46,70,5,205
popular,Doesn't Mean Anything,Alicia Keys,104,41,71,10,273
popular,Try,P!nk,104,63,67,9,248
popular,We Own The Night,The Wanted,104,94,55,23,206
popular,Freak,Kelly Rowland,104,78,65,12,274
popular,Mama,Jonas Blue,104,79,74,5,184
popular,Slide (feat. Frank Ocean & Migos),Calvin Harris,104,80,74,25,231
popular,What I Need (feat. Kehlani),Hayley Kiyoko,104,79,63,16,220
popular,Higher Love,Kygo,104,68,69,10,228
popular,Call You Mine,The Chainsmokers,104,70,59,34,218
popular,Find U Again (feat. Camila Cabello),Mark Ronson,104,66,61,20,176
popular,Rolling in the Deep,Adele,105,76,73,5,228
popular,Heartbreaker,Justin Bieber,105,52,56,34,263
popular,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,105,59,80,6,214
popular,Toothbrush,DNCE,105,79,55,47,232
popular,Final Song,Mÿ,105,67,70,8,236
popular,Rich Love (with Seeb),OneRepublic,105,87,40,36,201
popular,Influence,Tove Lo,105,59,77,11,225
popular,Havana (feat. Young Thug),Camila Cabello,105,52,77,13,217
popular,Finesse - Remix; feat. Cardi B,Bruno Mars,105,86,70,2,217
popular,Friends (with BloodPopÆ),Justin Bieber,105,73,74,30,189
popular,Mi Gente (feat. BeyoncÈ),J Balvin,105,72,76,23,210
popular,Million Years Ago,Adele,106,0,0,0,227
popular,Love Me Like You,Little Mix,106,67,79,28,198
popular,Hurts,Emeli SandÈ,106,64,58,15,238
popular,There for You,Martin Garrix,106,64,61,12,222
popular,Strip That Down (feat. Quavo),Liam Payne,106,50,87,8,202
popular,Bon appÈtit,Katy Perry,106,79,80,22,228
popular,Take Back the Night,Justin Timberlake,107,66,59,64,353
popular,#Beautiful,Mariah Carey,107,76,68,31,200
popular,Overdose,Ciara,107,70,77,6,227
popular,24K Magic,Bruno Mars,107,80,82,15,226
popular,Anywhere,Rita Ora,107,80,63,10,215
popular,Set Fire to the Rain,Adele,108,68,61,13,242
popular,Some Nights,fun.,108,74,67,9,277
popular,Bang My Head (feat. Sia & Fetty Wap),David Guetta,108,87,60,10,193
popular,Into You,Ariana Grande,108,73,62,14,244
popular,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,108,53,63,18,225
popular,Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,108,88,75,23,166
popular,Champagne Problems,Nick Jonas,108,78,73,9,193
popular,Get Low (with Liam Payne),Zedd,108,93,72,5,205
popular,Just the Way You Are,Bruno Mars,109,84,64,9,221
popular,Just the Way You Are,Bruno Mars,109,84,64,9,221
popular,Dangerous,Jennifer Hudson,109,53,90,8,255
popular,Grenade,Bruno Mars,110,56,71,12,223
popular,Payphone,Maroon 5,110,75,74,29,231
popular,G.U.Y.,Lady Gaga,110,92,62,12,233
popular,It's On Again - Main Soundtrack,Alicia Keys,110,54,64,25,230
popular,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,110,61,83,29,293
popular,Cruel (feat. ZAYN),Snakehips,110,88,60,16,228
popular,Start,John Legend,110,4,52,9,310
popular,Rich Boy,Galantis,110,90,74,8,184
popular,What Lovers Do (feat. SZA),Maroon 5,110,60,80,10,200
popular,Boom Boom,RedOne,110,76,75,20,248
popular,Someone You Loved,Lewis Capaldi,110,41,50,11,182
popular,Try Sleeping with a Broken Heart,Alicia Keys,111,82,50,13,249
popular,Needed Me,Rihanna,111,31,67,8,192
popular,Hands To Myself,Selena Gomez,111,50,81,34,201
popular,How Do You Sleep?,Sam Smith,111,68,48,8,202
popular,Loca,Shakira,112,87,80,9,193
popular,Run Run Run,Kelly Clarkson,112,37,28,11,273
popular,Let Me Be Your Lover,Enrique Iglesias,112,90,72,6,238
popular,"Me, Myself & I",G-Eazy,112,67,76,16,251
popular,Invitation,Britney Spears,112,65,37,9,200
popular,This Town,Niall Horan,112,41,68,12,233
popular,The Hills,The Weeknd,113,56,58,14,242
popular,Been You,Justin Bieber,113,78,74,32,199
popular,The Hills,The Weeknd,113,56,58,14,242
popular,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,113,83,67,19,236
popular,LIKE I WOULD,ZAYN,113,83,56,26,192
popular,Remember I Told You,Nick Jonas,113,53,68,4,202
popular,For You (With Rita Ora),Liam Payne,113,80,54,42,243
popular,Blow Me (One Last Kiss),P!nk,114,92,60,25,256
popular,Want to Want Me,Jason Derulo,114,68,78,11,208
popular,Mark My Words,Justin Bieber,114,26,38,17,134
popular,I Know What You Did Last Summer,Shawn Mendes,114,77,68,16,224
popular,Higher,Carly Rae Jepsen,114,87,65,37,234
popular,What About Us,P!nk,114,59,39,9,272
popular,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,114,79,60,42,217
popular,Uptown Funk,Mark Ronson,115,61,86,3,270
popular,Up,Olly Murs,115,85,69,10,224
popular,Cut To The Feeling,Carly Rae Jepsen,115,91,71,30,208
popular,Greenlight (feat. Flo Rida & LunchMoney Lewis),Pitbull,115,83,70,36,245
popular,Stronger (What Doesn't Kill You),Kelly Clarkson,116,94,56,11,222
popular,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,116,81,79,10,248
popular,Treasure,Bruno Mars,116,69,87,32,179
popular,Not About Angels,Birdy,116,14,41,9,190
popular,Broken Arrows,Avicii,116,67,63,10,233
popular,New Rules,Dua Lipa,116,70,76,15,209
popular,Love You Like A Love Song,Selena Gomez & The Scene,117,68,86,7,188
popular,St Jude,Florence + The Machine,117,43,26,11,225
popular,SeÒorita,Shawn Mendes,117,54,76,9,191
popular,Best Song Ever,One Direction,118,88,65,8,200
popular,Love Never Felt So Good,Michael Jackson,118,72,78,7,246
popular,Too Good,Drake,118,65,79,10,263
popular,Make Me Like You,Gwen Stefani,118,71,74,13,217
popular,I Donít Wanna Live Forever (Fifty Shades Darker),ZAYN,118,45,74,33,245
popular,Electricity (with Dua Lipa),Silk City,118,67,59,34,238
popular,Bad At Love,Halsey,118,75,68,9,181
popular,Bad Romance,Lady Gaga,119,92,70,8,295
popular,Cake By The Ocean,DNCE,119,75,77,4,219
popular,Run Away With Me,Carly Rae Jepsen,119,72,56,5,251
popular,TiK ToK,Kesha,120,84,76,29,200
popular,Dynamite,Taio Cruz,120,78,75,4,203
popular,Your Love Is My Drug,Kesha,120,61,83,9,187
popular,Teenage Dream,Katy Perry,120,80,72,13,228
popular,Blah Blah Blah (feat. 3OH!3),Kesha,120,84,75,42,172
popular,Not Myself Tonight,Christina Aguilera,120,81,76,56,186
popular,DJ Got Us Fallin' In Love (feat. Pitbull),Usher,120,86,66,8,221
popular,We R Who We R,Kesha,120,82,74,12,205
popular,Blow,Kesha,120,73,75,7,220
popular,Please Don't Go,Mike Posner,120,88,70,13,197
popular,Papi,Jennifer Lopez,120,81,71,37,223
popular,Call Me Maybe,Carly Rae Jepsen,120,58,78,11,193
popular,International Love,Pitbull,120,86,67,34,227
popular,Lights - Single Version,Ellie Goulding,120,80,68,13,211
popular,Wrecking Ball,Miley Cyrus,120,42,53,11,221
popular,Blurred Lines,Robin Thicke,120,60,85,8,264
popular,Daylight,Maroon 5,120,67,66,26,225
popular,Love Somebody,Maroon 5,120,78,68,12,230
popular,All of Me,John Legend,120,26,42,13,270
popular,Maps,Maroon 5,120,71,74,6,190
popular,Adore You,Miley Cyrus,120,66,58,11,279
popular,Love Runs Out,OneRepublic,120,93,72,8,225
popular,Come Get It Bae,Pharrell Williams,120,80,93,10,202
popular,Words as Weapons,Birdy,120,35,53,14,239
popular,Sugar,Maroon 5,120,79,75,9,235
popular,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,120,38,66,10,252
popular,Waves - Robin Schulz Radio Edit,Mr. Probz,120,51,83,8,208
popular,Night Changes,One Direction,120,52,67,12,227
popular,Sing,Ed Sheeran,120,67,82,6,235
popular,Here,Alessia Cara,120,82,38,8,199
popular,I Lived,OneRepublic,120,85,59,27,235
popular,Sugar,Maroon 5,120,79,75,9,235
popular,Don't Be so Hard on Yourself,Jess Glynne,120,82,57,16,211
popular,Spark The Fire,Gwen Stefani,120,80,88,20,202
popular,7 Years,Lukas Graham,120,47,77,39,237
popular,Electric Love,BÿRNS,120,80,61,26,218
popular,Ain't Your Mama,Jennifer Lopez,120,68,76,7,218
popular,Kill Em With Kindness,Selena Gomez,120,88,76,10,218
popular,Here,Alessia Cara,120,82,38,8,199
popular,WTF (Where They From),Missy Elliott,120,82,93,6,193
popular,My Way,Calvin Harris,120,91,82,16,219
popular,Swish Swish,Katy Perry,120,71,84,10,243
popular,Kissing Strangers,DNCE,120,74,77,9,202
popular,Kissing Strangers - Remix,DNCE,120,77,76,8,202
popular,Sign of the Times,Harry Styles,120,57,52,11,341
popular,Kissing Strangers,DNCE,120,74,77,9,202
popular,Supplies,Justin Timberlake,120,55,79,13,226
popular,Eenie Meenie,Sean Kingston,121,61,72,11,202
popular,Story of My Life,One Direction,121,66,60,12,245
popular,Move,Little Mix,121,74,85,55,224
popular,Rather Be (feat. Jess Glynne),Clean Bandit,121,59,80,19,228
popular,Really Don't Care,Demi Lovato,121,73,71,19,202
popular,Do You Wanna Come Over?,Britney Spears,121,70,75,11,203
popular,Bad Liar,Selena Gomez,121,41,97,8,215
popular,Telephone,Lady Gaga,122,83,83,11,221
popular,Break Your Heart,Taio Cruz,122,90,67,8,186
popular,Raise Your Glass,P!nk,122,64,68,12,208
popular,Latch,Disclosure,122,73,50,9,256
popular,How Deep Is Your Love,Calvin Harris,122,87,74,39,213
popular,I Really Like You,Carly Rae Jepsen,122,81,62,22,205
popular,Reality - Radio Edit,Lost Frequencies,122,70,71,7,159
popular,Sparks,Hilary Duff,122,88,85,10,186
popular,Keeping Your Head Up,Birdy,122,78,60,19,208
popular,OK - Spotify Version,Robin Schulz,122,81,65,13,189
popular,Younger Now,Miley Cyrus,122,87,55,14,249
popular,Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,122,64,73,8,158
popular,There's Nothing Holdin' Me Back,Shawn Mendes,122,81,87,8,199
popular,no tears left to cry,Ariana Grande,122,71,70,29,206
popular,Nervous,Shawn Mendes,122,62,84,13,164
popular,Giant (with Rag'n'Bone Man),Calvin Harris,122,89,81,8,229
popular,Fireball (feat. John Ryan),Pitbull,123,94,69,5,235
popular,Lay It All on Me,Rudimental,123,75,67,19,242
popular,Sugar (feat. Francesco Yates),Robin Schulz,123,82,64,16,219
popular,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,123,89,76,62,189
popular,Living For Love,Madonna,123,79,67,25,219
popular,Make Me... (feat. G-Eazy),Britney Spears,123,70,70,22,231
popular,BURNITUP!,Janet Jackson,123,71,83,31,250
popular,Born This Way,Lady Gaga,124,83,59,33,260
popular,Firework,Katy Perry,124,83,64,11,228
popular,Wake Me Up,Avicii,124,78,53,16,247
popular,Easy Love,Sigala,124,94,68,12,230
popular,Time of Our Lives,Pitbull,124,80,72,69,229
popular,This Is What You Came For,Calvin Harris,124,93,63,15,222
popular,Me Too,Meghan Trainor,124,69,93,48,181
popular,Close,Nick Jonas,124,62,65,14,234
popular,Little Lies,Hilary Duff,124,76,57,4,204
popular,Tired,Alan Walker,124,88,69,15,192
popular,Angel,Fifth Harmony,124,53,74,35,189
popular,One Kiss (with Dua Lipa),Calvin Harris,124,86,79,8,215
popular,Like A G6,Far East Movement,125,84,44,12,217
popular,Take It Off,Kesha,125,68,73,9,215
popular,California Gurls,Katy Perry,125,75,79,18,235
popular,Rock That Body,The Black Eyed Peas,125,91,72,43,269
popular,Monster,Kanye West,125,69,63,67,379
popular,Turning Page,Sleeping At Last,125,38,30,11,255
popular,What Makes You Beautiful,One Direction,125,79,73,6,200
popular,Starships,Nicki Minaj,125,72,75,25,211
popular,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,125,68,66,37,252
popular,Hey Brother,Avicii,125,78,55,8,255
popular,A Sky Full of Stars,Coldplay,125,68,55,21,268
popular,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],Pitbull,125,94,60,10,222
popular,What Do You Mean?,Justin Bieber,125,57,85,8,206
popular,What Do You Mean? - Acoustic,Justin Bieber,125,36,77,10,204
popular,Perfect Illusion,Lady Gaga,125,86,61,36,182
popular,PILLOWTALK,ZAYN,125,70,59,9,204
popular,Bodak Yellow,Cardi B,125,72,93,35,224
popular,Came Here for Love,Sigala,125,87,71,12,203
popular,Wolves,Selena Gomez,125,80,72,20,198
popular,All Around The World (La La La),R3HAB,125,86,73,11,148
popular,Girls Like You (feat. Cardi B),Maroon 5,125,54,85,13,236
popular,Only Girl (In The World),Rihanna,126,72,79,7,235
popular,Tonight (I'm Fuckin' You),Enrique Iglesias,126,89,65,12,232
popular,Last Friday Night (T.G.I.F.),Katy Perry,126,81,65,67,231
popular,Titanium (feat. Sia),David Guetta,126,79,60,13,245
popular,Good Time,Owl City,126,87,56,37,206
popular,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,126,81,57,13,215
popular,Under Control,Calvin Harris,126,92,54,12,184
popular,If I Lose Myself - Alesso vs OneRepublic,OneRepublic,126,75,52,14,215
popular,I Love It (feat. Charli XCX),Icona Pop,126,91,71,15,157
popular,Walks Like Rihanna,The Wanted,126,82,56,10,202
popular,Love Me Again,John Newman,126,89,50,10,240
popular,Young Girls,Bruno Mars,126,75,56,21,229
popular,Mmm Yeah (feat. Pitbull),Austin Mahone,126,92,71,27,232
popular,Birthday,Katy Perry,126,67,72,11,215
popular,Heroes (we could be),Alesso,126,75,52,24,210
popular,Legendary Lovers,Katy Perry,126,84,62,8,224
popular,Shout Out to My Ex,Little Mix,126,75,77,11,246
popular,Desire,Years & Years,126,78,71,30,203
popular,True Colors,Zedd,126,79,57,10,225
popular,Wait,Maroon 5,126,60,66,11,191
popular,Run the World (Girls),BeyoncÈ,127,90,73,37,236
popular,You And I,Lady Gaga,127,70,52,9,307
popular,Super Bass,Nicki Minaj,127,74,77,40,201
popular,Glad You Came,The Wanted,127,85,72,11,198
popular,Domino,Jessie J,127,55,76,4,232
popular,Don't Stop the Party (feat. TJR),Pitbull,127,96,72,38,206
popular,You Da One,Rihanna,127,72,70,13,200
popular,Give It 2 U,Robin Thicke,127,83,67,16,230
popular,Pompeii,Bastille,127,72,68,27,214
popular,The Feeling,Justin Bieber,127,81,53,10,245
popular,"Celebrate (From the Original Motion Picture ""Penguins of Madagascar"")",Pitbull,127,85,68,6,193
popular,Trampoline (with ZAYN),SHAED,127,46,62,14,184
popular,Club Can't Handle Me (feat. David Guetta),Flo Rida,128,87,62,6,235
popular,The Time (Dirty Bit),The Black Eyed Peas,128,81,82,60,308
popular,Hello,Martin Solveig,128,98,67,10,191
popular,Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,128,76,72,32,201
popular,Without You (feat. Usher),David Guetta,128,61,61,16,208
popular,The Edge Of Glory,Lady Gaga,128,77,58,11,321
popular,We Found Love,Rihanna,128,77,73,11,215
popular,S&M Remix,Rihanna,128,81,82,5,257
popular,Beauty And A Beat,Justin Bieber,128,84,60,7,228
popular,Where Have You Been,Rihanna,128,85,72,22,243
popular,Dance Again,Jennifer Lopez,128,86,79,10,237
popular,Die Young,Kesha,128,70,71,22,212
popular,Clarity,Zedd,128,78,51,7,271
popular,Sweet Nothing (feat. Florence Welch),Calvin Harris,128,93,57,6,213
popular,Work Bitch,Britney Spears,128,82,63,7,248
popular,#thatPOWER,will.i.am,128,61,80,7,280
popular,Live It Up,Jennifer Lopez,128,73,69,33,244
popular,Finally Found You,Enrique Iglesias,128,88,62,35,221
popular,Crazy Kids (feat. will.i.am),Kesha,128,75,72,13,229
popular,"Ooh La La (from ""The Smurfs 2"")",Britney Spears,128,57,69,11,257
popular,People Like Us,Kelly Clarkson,128,79,60,36,259
popular,Summer,Calvin Harris,128,86,60,14,223
popular,#SELFIE,The Chainsmokers,128,92,79,8,184
popular,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,128,74,60,9,217
popular,La La La (Brasil 2014) (feat. Carlinhos Brown),Shakira,128,82,80,35,198
popular,Blame,Calvin Harris,128,86,41,34,213
popular,Yesterday (feat. Bebe Rexha),David Guetta,128,78,57,33,243
popular,Mr. Put It Down,Ricky Martin,128,78,80,4,196
popular,Look What You Made Me Do,Taylor Swift,128,71,77,13,212
popular,I Like It,Enrique Iglesias,129,94,65,6,231
popular,Give Me Everything,Pitbull,129,94,67,30,252
